HYP	HOD	AL	OL	SF	OT	CM	
1	0	0	-3766	0	1978	-1376	0	909
2	0	596	0	0	3085	-1438	0	-26
3	0	453	0	0	4426	-355	0	-355
4	0	0	-94	0	2897	-1657	0	736
5	0	182	0	0	2781	-1073	0	483
6	0	1282	0	0	2062	-3697	0	-216
7	0	0	-56	0	3176	-1390	0	646
8	0	0	-5114	0	4464	-440	0	383
9	0	21	0	0	2483	-1780	0	840
10	0	1155	0	0	3627	-2474	0	-535
11	0	186	0	0	3737	-1319	0	300
12	0	2419	0	0	4789	-1156	0	-2420
13	0	0	-196	0	3219	-1340	0	636
14	634	0	0	-44	0	3198	-1393	0
